confidence,card,cond,qty,collx_ask,ebay_sold_for,ebay_date,location,collx_id,ebay_title
Low,2025 Nick Kurtz #USC178,RAW,1,22.0,$4.90,Jul-03-26,,995881264986764288,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Noa Essengue #262,RAW,1,1.2,$3.00,Jun-16-26,,993777645455256576,2025-26 Topps Finest Noa Essengue #12 Common X-Fractor RC Bulls
Low,2025 Noa Essengue #D-11,RAW,1,1.25,$3.00,Jun-16-26,,993777642158533632,2025-26 Topps Finest Noa Essengue #12 Common X-Fractor RC Bulls
Low,2019 Kyle Tucker #43,RAW,1,1.99,$1.79,Jun-25-26,,987142715476521984,2019 Bowman Kyle Tucker #ROYF-1 Rookie of the Year Favorites Houston Astros
Low,2024 Drake Maye #103,RAW,1,6.99,$2.25,Jul-03-26,,985978894011224064,DRAKE MAYE 2024 Panini Select #20 Patriots RC Rookie Football NFL
Low,2024 Drake Maye #24,RAW,1,7.45,$2.25,Jul-03-26,,985978894749421568,DRAKE MAYE 2024 Panini Select #20 Patriots RC Rookie Football NFL
Low,2024 Drake Maye #203,RAW,1,15.0,$2.25,Jul-03-26,,985978895378567168,DRAKE MAYE 2024 Panini Select #20 Patriots RC Rookie Football NFL
Low,2024 Drake Maye #RO-DME,RAW,1,6.0,$2.25,Jul-03-26,,985978895546339328,DRAKE MAYE 2024 Panini Select #20 Patriots RC Rookie Football NFL
Low,2024 Drake Maye #RR-DME,RAW,1,6.99,$2.25,Jul-03-26,,985978895873495040,DRAKE MAYE 2024 Panini Select #20 Patriots RC Rookie Football NFL
Low,2024 Drake Maye #113,RAW,1,7.0,$2.25,Jul-03-26,,985978896032878592,DRAKE MAYE 2024 Panini Select #20 Patriots RC Rookie Football NFL
Low,2024 Drake Maye #27,RAW,1,7.99,$2.25,Jul-03-26,,985978896242593792,DRAKE MAYE 2024 Panini Select #20 Patriots RC Rookie Football NFL
Low,2025 Ace Bailey #255,RAW,1,2.0,$1.00,May-12-26,,977938047223135232,2025-26 Topps Finest Ace Bailey #5 Common RC Jazz
Low,2025 Giannis Antetokounmpo #IP-3,RAW,1,1.75,$0.99,May-08-26,,977938047944555520,2025-26 Topps Chrome Giannis Antetokounmpo #137 Prism Refractor Milwaukee Bucks
Low,2025 Noa Essengue #262,RAW,1,1.75,$3.00,Jun-16-26,,977938050503080960,2025-26 Topps Finest Noa Essengue #12 Common X-Fractor RC Bulls
Low,2025 Donovan Mitchell #BD-7,RAW,1,1.99,$7.00,Apr-25-26,,977938053455870976,2025-26 Topps Chrome Donovan Mitchell #69 Negative Refractor Cavaliers
Low,2025 Dwyane Wade #SF-12,RAW,1,2.99,$3.99,Apr-30-26,,977938053858524160,2025-26 Topps Chrome Dwyane Wade #241 Teal Refractor Miami Heat #/299
Low,2025 Dylan Harper #GT-17,RAW,1,2.99,$3.98,Jul-03-26,,977938054210845696,DYLAN HARPER 2025-26 Topps Chrome #GR-2 Spurs RC Rookie Basketball NBA
Low,2025 Anthony Edwards #IP-5,Excellent,1,1.89,$2.50,Jun-19-26,,974243551217391616,2025 Panini NSCC VIP Gold Packs Anthony Edwards #25
Low,2025 Ace Bailey #GT-20,Excellent,1,2.25,$1.00,May-12-26,,970615144164128768,2025-26 Topps Finest Ace Bailey #5 Common RC Jazz
Low,2025 Joel Embiid #IP-10,Excellent,1,1.99,$5.00,Jun-16-26,,970615144801662976,2025-26 Topps Chrome Joel Embiid #149 Magenta Refractor Philadelphia 76ers #/399
Low,2025 Noa Essengue #262,Excellent,1,1.59,$3.00,Jun-16-26,,970615146554882048,2025-26 Topps Finest Noa Essengue #12 Common X-Fractor RC Bulls
Low,2024 Luka Doncic #214,Excellent,1,2.5,$2.25,Apr-15-26,,970615146923980800,2024-25 Panini Prizm Deca Luka Doncic #5 Downtown Bound Mavericks
Low,2025 Nick Kurtz #USC180,Excellent,1,17.0,$4.90,Jul-03-26,,967012865955844096,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Nick Kurtz #H40,Excellent,1,2.69,$4.90,Jul-03-26,,967012866324942848,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Nick Kurtz #USC178,Excellent,1,19.99,$4.90,Jul-03-26,,967012865687408640,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Ohtani #86,Excellent,1,2.5,$14.00,Jun-18-26,,966930178230439936,2025 Topps Pristine SHOHEI OHTANI #160 Dodgers
Low,2024 Junior Caminero #US223,Excellent,1,1.5,$1.74,Apr-27-26,,966930178356269056,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2025 Aaron Judge #300,Excellent,1,1.49,$13.00,May-10-26,,965656465640881152,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2025 Quinshon Judkins #TH-7,Excellent,1,24.0,$7.99,Apr-21-26,,964645267474262016,2025 Panini Phoenix Quinshon Judkins #12 Thunderbirds Silver Pandora Prizm /249
Low,2025 Jesus Made #MR-3,Excellent,1,2.0,$2.55,Jun-24-26,,964034039109822464,2025 Bowman Chrome Jesus Made #MM-16 Melt Mashers Brewers
Low,2025 Mike Trout #1,Excellent,1,8.0,$5.29,May-11-26,,964034039487309824,2025 Bowman's Best Mike Trout #P-9 Pixel Portraits Angels
Low,2024 Paul Skenes #US288,Excellent,1,2.75,$8.20,Apr-29-26,,964034040527497216,2024 Topps Chrome Update Paul Skenes #FSU-17 Future Stars RC Pirates
Low,2025 Jose Perdomo #BCP-106,Excellent,1,4.99,$10.00,Jun-18-26,,964034040653326336,2025 Bowman Jose Perdomo #BMA-JP Chrome Prospect Auto Mega Green Refractor /99
Low,2025 Sebastian Walcott #BP-133,Excellent,1,3.99,$1.50,Jun-19-26,,964034036517742592,2025 Bowman Draft Sapphire SEBASTIAN WALCOTT #BDC-169 Chrome Rangers
Low,2025 Mike Trout #H50,Excellent,2,3.0,$5.29,May-11-26,,960524476117929984,2025 Bowman's Best Mike Trout #P-9 Pixel Portraits Angels
Low,2025 Francisco Lindor #H171,Excellent,1,1.49,$2.10,May-18-26,,960524476906459136,2025 Bowman's Best FRANCISCO LINDOR #58 Blue Refractor /150 Mets
Low,2025 Quinshon Judkins #50,RAW,1,1.99,$7.99,Apr-21-26,,956095589325942784,2025 Panini Phoenix Quinshon Judkins #12 Thunderbirds Silver Pandora Prizm /249
Low,2023 Tuli Tuipulotu #RS-TUT,RAW,1,25.0,$1.99,Jun-18-26,,956095586968743936,2023 Panini Prizm Tuli Tuipulotu #354 Silver Los Angeles Chargers
Low,2025 Aaron Judge #SMLB-2,RAW,1,1.35,$13.00,May-10-26,,955961925606500352,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2025 Ohtani #86,RAW,1,1.25,$14.00,Jun-18-26,,955961926277588992,2025 Topps Pristine SHOHEI OHTANI #160 Dodgers
Low,2024 Junior Caminero #56,RAW,1,1.99,$1.74,Apr-27-26,,955961926839625728,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Junior Caminero #267,RAW,1,1.0,$1.74,Apr-27-26,,955961927108061184,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Jayden Daniels #FS-2,RAW,1,1.99,$1.99,Jul-03-26,,955514177011003392,2024 Topps Resurgence JAYDEN DANIELS #C-6 Conductors RC Commanders
Low,2024 Jackson Holliday #US97,RAW,1,3.25,$3.25,Jul-02-26,,953927959411969024,2024 Topps Update JACKSON HOLLIDAY #US97 Rainbow Foil Baltimore Orioles
Low,2024 Jackson Merrill #US210,RAW,1,1.59,$7.00,Apr-28-26,,953927959546186752,2024 Bowman's Best Jackson Merrill #56 Aqua Lava Refractor 14/199 RC Padres
Low,2024 Jackson Merrill #US169,RAW,1,1.59,$7.00,Apr-28-26,,953927959806233600,2024 Bowman's Best Jackson Merrill #56 Aqua Lava Refractor 14/199 RC Padres
Low,2024 Jackson Holliday #CSMLB-83,RAW,1,1.75,$3.25,Jul-02-26,,953927960745757696,2024 Topps Update JACKSON HOLLIDAY #US97 Rainbow Foil Baltimore Orioles
Low,2024 Jackson Holliday #US50,RAW,1,2.25,$3.25,Jul-02-26,,953927961811110912,2024 Topps Update JACKSON HOLLIDAY #US97 Rainbow Foil Baltimore Orioles
Low,2024 Aaron Judge #86,RAW,1,8.5,$200.00,Jun-16-26,,947430399088578560,2024 Topps Black and White AARON JUDGE /49 Blue Parallel SP Yankees #7 PSA 10
Low,2023 Aaron Judge #22GH-25,RAW,1,1.25,$13.00,May-10-26,,947430399222796288,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2023 Aaron Judge #AW-1,RAW,1,1.99,$13.00,May-10-26,,947430399482843136,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2025 Aaron Judge #GH-1,RAW,1,1.81,$13.00,May-10-26,,947430395355648000,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2023 Aaron Judge #59,RAW,1,1.25,$13.00,May-10-26,,947430395481477120,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2023 Aaron Judge #63,RAW,1,1.59,$13.00,May-10-26,,947430395607306240,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2025 Paul Skenes #30,RAW,1,1.29,$4.00,May-11-26,,947430395867353088,2025 Topps Cosmic Chrome PAUL SKENES #100 Pirates
Low,2023 Aaron Judge #NT-2,RAW,1,1.76,$13.00,May-10-26,,947430396127399936,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2023 Aaron Judge #SMLB-13,RAW,1,1.32,$13.00,May-10-26,,947430396270006272,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2025 Paul Skenes #SMLB-27,RAW,1,1.35,$4.00,May-11-26,,947430396530053120,2025 Topps Cosmic Chrome PAUL SKENES #100 Pirates
Low,2025 Masyn Winn #22,RAW,1,1.25,$145.00,Apr-24-26,,947430396915929088,2025 Bowman's Best Masyn Winn #44 Red Refractor 1/5 Cardinals Bookend
Low,2025 Masyn Winn #244,RAW,1,2.25,$145.00,Apr-24-26,,947430397050146816,2025 Bowman's Best Masyn Winn #44 Red Refractor 1/5 Cardinals Bookend
Low,2025 Nick Kurtz #BP-114,RAW,1,1.85,$4.90,Jul-03-26,,947430397301805056,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2023 Aaron Judge #62,RAW,2,12.0,$13.00,May-10-26,,947430397427634176,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2023 Aaron Judge #152,RAW,1,2.48,$13.00,May-10-26,,947430397679292416,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2025 Masyn Winn #100,RAW,1,1.0,$145.00,Apr-24-26,,947430398316826624,2025 Bowman's Best Masyn Winn #44 Red Refractor 1/5 Cardinals Bookend
Low,2025 Paul Skenes #29,RAW,1,1.25,$4.00,May-11-26,,947430398568484864,2025 Topps Cosmic Chrome PAUL SKENES #100 Pirates
Low,2025 Jacob Wilson #76,RAW,1,1.25,$3.50,May-16-26,,947430398685925376,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2022 Malik Willis #SP-305,RAW,1,1.39,$1.99,Jun-04-26,,937381525006385152,2022 Panini Mosaic Malik Willis #272 Mosaic Tennessee Titans
Low,2025 Francisco Lindor #H171,RAW,1,1.99,$2.10,May-18-26,,930668543938423808,2025 Bowman's Best FRANCISCO LINDOR #58 Blue Refractor /150 Mets
Low,2025 Mike Trout #H50,RAW,1,4.99,$5.29,May-11-26,,930668544332688384,2025 Bowman's Best Mike Trout #P-9 Pixel Portraits Angels
Low,2024 Donovan Clingan #95,RAW,1,1.99,$10.00,Apr-24-26,,921895850695043072,2024-25 Panini Obsidian Donovan Clingan Electric Etch Caldera Flood #175 SSP
Low,2024 Donovan Clingan #9,RAW,1,1.99,$10.00,Apr-24-26,,921895830906316800,2024-25 Panini Obsidian Donovan Clingan Electric Etch Caldera Flood #175 SSP
Low,2024 Donovan Clingan #9,RAW,1,3.09,$10.00,Apr-24-26,,921895831459964928,2024-25 Panini Obsidian Donovan Clingan Electric Etch Caldera Flood #175 SSP
Low,2025 Nolan Traore #219,RAW,1,1.99,$3.50,May-08-26,,920521691620496384,2025-26 Topps Chrome Nolan Traore #269 Negative Refractor RC Nets
Low,2025 Noa Essengue #212,RAW,1,1.99,$3.00,Jun-16-26,,920521694741058560,2025-26 Topps Finest Noa Essengue #12 Common X-Fractor RC Bulls
Low,2025 Cedric Coward #211,RAW,1,1.99,$1.75,May-09-26,,920521696452334592,2025-26 Topps Finest Cedric Coward #11 Common RC Grizzlies
Low,2025 Ace Bailey #205,RAW,1,3.0,$1.00,May-12-26,,920521686948041728,2025-26 Topps Finest Ace Bailey #5 Common RC Jazz
Low,2025 Maxime Raynaud #243,RAW,1,1.99,$75.00,May-27-26,,920521674054751232,2025-26 Topps Finest Maxime Raynaud RC #ESG-MR Electrifying Auto Yellow Geo /35
Low,2025 Dylan Harper #202,RAW,1,3.0,$3.98,Jul-03-26,,920521676328064000,DYLAN HARPER 2025-26 Topps Chrome #GR-2 Spurs RC Rookie Basketball NBA
Low,2025 Cedric Coward #211,RAW,1,1.99,$1.75,May-09-26,,920521667352253440,2025-26 Topps Finest Cedric Coward #11 Common RC Grizzlies
Low,2025 Joan Beringer #217,RAW,1,1.99,$3.00,Jul-09-26,,920521668853814272,2025-26 Topps Chrome JOAN BERINGER #267 Pulsar Refractor Minnesota Timberwolves
Low,2025 Joan Beringer #217,RAW,1,1.99,$3.00,Jul-09-26,,920521672284754944,2025-26 Topps Chrome JOAN BERINGER #267 Pulsar Refractor Minnesota Timberwolves
Low,2025 Giannis Antetokounmpo #MVP-3,RAW,1,4.0,$0.99,May-08-26,,920422565955485696,2025-26 Topps Chrome Giannis Antetokounmpo #137 Prism Refractor Milwaukee Bucks
Low,2025 Anthony Edwards #108,RAW,1,50.0,$2.50,Jun-19-26,,920422567616430080,2025 Panini NSCC VIP Gold Packs Anthony Edwards #25
Low,2025 Andrew Wiggins #77,RAW,1,5.0,$3.00,Jun-20-26,,920422568505622528,2024-25 Panini Mosaic Andrew Wiggins #175 Green Ice Mosaic Miami Heat
Low,2025 Noa Essengue #TC-NE,RAW,1,3.0,$3.00,Jun-16-26,,920422559345262592,2025-26 Topps Finest Noa Essengue #12 Common X-Fractor RC Bulls
Low,2025 Donovan Mitchell #TC-DM,RAW,1,2.0,$7.00,Apr-25-26,,920422559898910720,2025-26 Topps Chrome Donovan Mitchell #69 Negative Refractor Cavaliers
Low,2024 Terry McLaurin #99,RAW,1,1.49,$6.00,Jul-09-26,,912440175493542912,TERRY MCLAURIN 2024 Panini Prizm #289 Black and White Checker Commanders
Low,2024 Victor Wembanyama #6,RAW,1,1.59,$2.55,May-25-26,,911906215076173824,2024-25 Panini Revolution Victor Wembanyama #79 Spurs
Low,2024 Victor Wembanyama #99,RAW,1,2.0,$2.55,May-25-26,,911040635855022080,2024-25 Panini Revolution Victor Wembanyama #79 Spurs
Low,2024 Victor Wembanyama #10,RAW,1,1.99,$2.55,May-25-26,,911040631685883904,2024-25 Panini Revolution Victor Wembanyama #79 Spurs
Low,2024 Stephon Castle #17b,RAW,1,2.09,$14.25,Apr-21-26,vas,697075390,2024 Panini Donruss Optic Stephon Castle #254 Holo Prizm RC Rated Rookie
Low,2024 Luka Doncic #10,RAW,1,2.25,$2.25,Apr-15-26,vas,697075411,2024-25 Panini Prizm Deca Luka Doncic #5 Downtown Bound Mavericks
Low,2019 Kyle Tucker #43,RAW,1,3.79,$1.79,Jun-25-26,,697041677,2019 Bowman Kyle Tucker #ROYF-1 Rookie of the Year Favorites Houston Astros
Low,2019 Kyle Tucker #94,RAW,1,2.49,$1.79,Jun-25-26,TY-KC,697039468,2019 Bowman Kyle Tucker #ROYF-1 Rookie of the Year Favorites Houston Astros
Low,2025 Paul Skenes #18,RAW,1,6.95,$4.00,May-11-26,VAS,697038660,2025 Topps Cosmic Chrome PAUL SKENES #100 Pirates
Low,2024 Pete Crow-Armstrong #RI-4,RAW,1,10.99,$5.25,Jul-08-26,TY-KC,697038424,PETE CROW-ARMSTRONG 2024 Topps #89B2-5 1989 35th Anniversary Foil Cubs RC Rookie
Low,2024 Tony Gwynn #89ASR-TG,RAW,1,9.99,$8.00,Apr-28-26,TY-KC,697032065,2024 Topps Tony Gwynn #89ASR-TG 35th Anniversary All-Stars Relics Padres
Low,2024 Jackson Merrill #IA-JM,RAW,1,155.0,$7.00,Apr-28-26,WHT-MISC,697022135,2024 Bowman's Best Jackson Merrill #56 Aqua Lava Refractor 14/199 RC Padres
Low,2019 Kyle Tucker #70,RAW,1,1.99,$1.79,Jun-25-26,TY-KC,696983371,2019 Bowman Kyle Tucker #ROYF-1 Rookie of the Year Favorites Houston Astros
Low,2024 Jayden Daniels #FS-2,RAW,1,6.99,$1.99,Jul-03-26,VAS,696980101,2024 Topps Resurgence JAYDEN DANIELS #C-6 Conductors RC Commanders
Low,2025 Travis Bazzana #BP-131,RAW,1,1.99,$2.50,May-25-26,,696870797,2025 Bowman Draft TRAVIS BAZZANA #BDC-49 Chrome X-Fractor Guardians
Low,2024 Jackson Merrill #27,RAW,1,2.25,$7.00,Apr-28-26,,696870801,2024 Bowman's Best Jackson Merrill #56 Aqua Lava Refractor 14/199 RC Padres
Low,2024 Shohei Ohtani #SMLB-21,RAW,1,2.45,$3.80,Jul-04-26,,696870812,SHOHEI OHTANI 2024 Topps Now #16 /50 Dodgers Baseball MLB
Low,2025 Travis Bazzana #VIP-8,RAW,1,1.99,$2.50,May-25-26,,696870813,2025 Bowman Draft TRAVIS BAZZANA #BDC-49 Chrome X-Fractor Guardians
Low,2024 Jayden Daniels #,RAW,1,6.99,$1.99,Jul-03-26,,696870771,2024 Topps Resurgence JAYDEN DANIELS #C-6 Conductors RC Commanders
Low,2024 Terry McLaurin #,RAW,1,5.39,$6.00,Jul-09-26,,696870755,TERRY MCLAURIN 2024 Panini Prizm #289 Black and White Checker Commanders
Low,2025 David Festa #54,RAW,1,2.29,$3.50,May-13-26,,696870648,2025 Topps Now Road to Opening Day Minnesota Twins David Festa #OD-89 Twins
Low,2025 Elly De La Cruz #GH-28,RAW,1,2.29,$39.00,Jun-24-26,,696870660,2025 Topps Bob Ross: Joy of Baseball Elly De La Cruz #BT-13 Budding Talent /99
Low,2025 Paul Skenes #30,RAW,1,2.29,$4.00,May-11-26,,696870679,2025 Topps Cosmic Chrome PAUL SKENES #100 Pirates
Low,2024 Masyn Winn #61,RAW,1,14.39,$2.99,May-06-26,,696862760,2024 Topps Chrome Logofractor Masyn Winn #189 RC Cardinals
Low,2024 Jackson Holliday #PD-27,RAW,1,2.09,$3.25,Jul-02-26,,696860440,2024 Topps Update JACKSON HOLLIDAY #US97 Rainbow Foil Baltimore Orioles
Low,2024 Pete Crow-Armstrong #CSMLB-25,RAW,1,2.75,$5.25,Jul-08-26,,696860445,PETE CROW-ARMSTRONG 2024 Topps #89B2-5 1989 35th Anniversary Foil Cubs RC Rookie
Low,2025 Paul Skenes #SMLB-27,RAW,1,2.49,$4.00,May-11-26,,696860412,2025 Topps Cosmic Chrome PAUL SKENES #100 Pirates
Low,2024 Masyn Winn #480,RAW,1,2.09,$2.99,May-06-26,,696860418,2024 Topps Chrome Logofractor Masyn Winn #189 RC Cardinals
Low,2024 Jackson Holliday #BCP-47,RAW,1,2.29,$3.25,Jul-02-26,,696860422,2024 Topps Update JACKSON HOLLIDAY #US97 Rainbow Foil Baltimore Orioles
Low,2023 Aaron Judge #63,RAW,1,2.09,$13.00,May-10-26,,696860381,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2023 Aaron Judge #AW-1,RAW,1,2.49,$13.00,May-10-26,,696860382,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2023 Aaron Judge #59,RAW,1,2.09,$13.00,May-10-26,,696860383,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2023 Aaron Judge #NT-2,RAW,1,2.69,$13.00,May-10-26,,696860384,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2024 Junior Caminero #ROY-8,RAW,1,2.09,$1.74,Apr-27-26,,696860390,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Junior Caminero #213,RAW,1,2.09,$1.74,Apr-27-26,,696860297,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Junior Caminero #CSMLB-50,RAW,1,2.09,$1.74,Apr-27-26,,696860299,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Junior Caminero #18,RAW,1,2.09,$1.74,Apr-27-26,,696860301,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Junior Caminero #ROY-8,RAW,1,2.09,$1.74,Apr-27-26,,696860310,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Junior Caminero #40,RAW,1,2.09,$1.74,Apr-27-26,,696860311,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Junior Caminero #BAI-20,RAW,1,2.09,$1.74,Apr-27-26,,696860312,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2023 Junior Caminero #PE-2,RAW,1,2.09,$2.84,Jul-05-26,,696860313,2023 Leaf TRINITY JUNIOR CAMINERO #72 Tampa Bay Rays
Low,2024 Junior Caminero #CTC-13,RAW,1,2.09,$1.74,Apr-27-26,,696860314,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Junior Caminero #267,RAW,1,2.09,$1.74,Apr-27-26,,696860315,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Jackson Merrill #275,RAW,1,2.29,$7.00,Apr-28-26,,696860320,2024 Bowman's Best Jackson Merrill #56 Aqua Lava Refractor 14/199 RC Padres
Low,2024 Dylan Crews #601,RAW,1,4.99,$1.49,May-23-26,,696860330,2024 Bowman - Chrome Dylan Crews #BDC-125 (RC) Nationals
Low,2024 Junior Caminero #89CB-15,RAW,1,2.19,$1.74,Apr-27-26,,696860276,2024 Topps Junior Caminero #2T89C-63 35th Anniversary Chrome RC Rays
Low,2024 Jackson Merrill #ASG-49,RAW,1,2.09,$7.00,Apr-28-26,,696860282,2024 Bowman's Best Jackson Merrill #56 Aqua Lava Refractor 14/199 RC Padres
Low,2020 Yordan Alvarez #25,RAW,1,2.09,$2.09,Jun-24-26,,696860261,Yordan Alvarez 2020 Bowman #ROYF-YA Chrome Rookie of the Year Favorites Astros
Low,2024 Stephon Castle #75,RAW,1,2.0,$14.25,Apr-21-26,,692570131,2024 Panini Donruss Optic Stephon Castle #254 Holo Prizm RC Rated Rookie
Low,2024 Victor Wembanyama #73,RAW,1,2.0,$2.55,May-25-26,,692391035,2024-25 Panini Revolution Victor Wembanyama #79 Spurs
Low,2024 Jayden Daniels #52,RAW,1,8.99,$1.99,Jul-03-26,,690173215,2024 Topps Resurgence JAYDEN DANIELS #C-6 Conductors RC Commanders
Low,2024 Victor Wembanyama #288,RAW,1,2.0,$2.55,May-25-26,,686654342,2024-25 Panini Revolution Victor Wembanyama #79 Spurs
Low,2025 Aaron Judge #300,RAW,1,2.29,$13.00,May-10-26,,686165175,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
