Action,ItemID,EndingReason
End,226996433198,NotAvailable
End,226996433230,NotAvailable
End,226997750027,NotAvailable
End,226997750108,NotAvailable
End,226997782572,NotAvailable
End,226997782693,NotAvailable
End,226997782774,NotAvailable
End,226997782827,NotAvailable
End,226997783117,NotAvailable
End,227001000346,NotAvailable
End,227001000347,NotAvailable
End,227001000348,NotAvailable
End,227001000349,NotAvailable
End,227001000351,NotAvailable
End,227001000353,NotAvailable
End,227001000355,NotAvailable
End,227001000356,NotAvailable
End,227001000357,NotAvailable
End,227001000358,NotAvailable
End,227001000359,NotAvailable
End,227001000360,NotAvailable
End,227001000363,NotAvailable
End,227001000364,NotAvailable
End,227001000366,NotAvailable
End,227001000367,NotAvailable
End,227001000371,NotAvailable
End,227001000372,NotAvailable
End,227001000374,NotAvailable
End,227001000375,NotAvailable
End,227001000376,NotAvailable
End,227001000377,NotAvailable
End,227001000378,NotAvailable
End,227001000379,NotAvailable
End,227001000380,NotAvailable
End,227001000381,NotAvailable
End,227001000383,NotAvailable
End,227001000387,NotAvailable
End,227001000391,NotAvailable
End,227001121892,NotAvailable
End,227001121901,NotAvailable
End,227001122057,NotAvailable
End,227001122141,NotAvailable
End,227001122553,NotAvailable
End,227001458317,NotAvailable
End,227001460526,NotAvailable
End,227001460580,NotAvailable
End,227001460600,NotAvailable
End,227001460892,NotAvailable
End,227001460955,NotAvailable
End,227001461949,NotAvailable
End,227001462081,NotAvailable
End,227001669427,NotAvailable
End,227001670425,NotAvailable
End,227001671419,NotAvailable
End,227001671933,NotAvailable
End,227001673688,NotAvailable
End,227001678568,NotAvailable
End,227006968522,NotAvailable
End,227006978583,NotAvailable
End,227006980961,NotAvailable
End,227006982786,NotAvailable
End,227006987064,NotAvailable
End,227006993910,NotAvailable
End,227007000808,NotAvailable
End,227007003278,NotAvailable
End,227007005097,NotAvailable
End,227007006569,NotAvailable
End,227007007304,NotAvailable
End,227007008317,NotAvailable
End,227007011826,NotAvailable
End,227008359597,NotAvailable
End,227008359638,NotAvailable
End,227008359664,NotAvailable
End,227008359680,NotAvailable
End,227008359715,NotAvailable
End,227008359726,NotAvailable
End,227008359769,NotAvailable
End,227008359783,NotAvailable
End,227008359804,NotAvailable
End,227008359844,NotAvailable
End,227008359849,NotAvailable
End,227008359897,NotAvailable
End,227008359910,NotAvailable
End,227008359964,NotAvailable
End,227008415303,NotAvailable
End,227009710127,NotAvailable
End,227009745510,NotAvailable
End,227009746235,NotAvailable
End,227009888400,NotAvailable
End,227009888480,NotAvailable
End,227019577815,NotAvailable
End,227019577817,NotAvailable
End,227019692944,NotAvailable
End,227019692946,NotAvailable
End,227019692947,NotAvailable
End,227019692949,NotAvailable
End,227019692951,NotAvailable
End,227019692954,NotAvailable
End,227019692960,NotAvailable
End,227019692962,NotAvailable
